Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1121286	0.45	0
2	243199373	1023341	0.421	0
3	198022430	800066	0.404	0
4	191154276	672744	0.352	-1
5	180915260	731099	0.404	0
6	171115067	753511	0.44	0
7	159138663	712212	0.448	0
8	146364022	631582	0.432	0
9	141213431	583091	0.413	0
10	135534747	691179	0.51	0
11	135006516	623620	0.462	0
12	133851895	608674	0.455	0
13	115169878	363106	0.315	-1
14	107349540	412241	0.384	0
15	102531392	418125	0.408	0
16	90354753	497924	0.551	0
17	81195210	511210	0.63	1
18	78077248	330770	0.424	0
19	59128983	434953	0.736	1
20	63025520	361320	0.573	1
21	48129895	180575	0.375	0
22	51304566	277703	0.541	0
Odchylenie standardowe dla osobnika: 0.09447
Srednia arytmetyczna: 0.46036
