Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	800680	0.321	0
2	243199373	818666	0.337	0
3	198022430	657695	0.332	0
4	191154276	612169	0.32	0
5	180915260	592616	0.328	0
6	171115067	574382	0.336	0
7	159138663	531163	0.334	0
8	146364022	492812	0.337	0
9	141213431	396693	0.281	-1
10	135534747	470501	0.347	0
11	135006516	469898	0.348	0
12	133851895	460698	0.344	0
13	115169878	320576	0.278	-1
14	107349540	311391	0.29	-1
15	102531392	283540	0.277	-1
16	90354753	311213	0.344	0
17	81195210	315730	0.389	1
18	78077248	259815	0.333	0
19	59128983	253002	0.428	1
20	63025520	238378	0.378	1
21	48129895	135501	0.282	-1
22	51304566	148866	0.29	-1
Odchylenie standardowe dla osobnika: 0.03702
