Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	11242	0.005	0
2	243199373	10480	0.004	0
3	198022430	8201	0.004	0
4	191154276	6971	0.004	0
5	180915260	7325	0.004	0
6	171115067	7079	0.004	0
7	159138663	7280	0.005	0
8	146364022	5893	0.004	0
9	141213431	5536	0.004	0
10	135534747	6224	0.005	0
11	135006516	5812	0.004	0
12	133851895	6345	0.005	0
13	115169878	3821	0.003	-1
14	107349540	4048	0.004	0
15	102531392	4131	0.004	0
16	90354753	4647	0.005	0
17	81195210	5204	0.006	1
18	78077248	3257	0.004	0
19	59128983	3969	0.007	1
20	63025520	3200	0.005	0
21	48129895	1608	0.003	-1
22	51304566	2252	0.004	0
Odchylenie standardowe dla osobnika: 0.00089
