Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	2190617	0.879	0
2	243199373	2046508	0.841	0
3	198022430	1594032	0.805	0
4	191154276	1374674	0.719	-1
5	180915260	1456762	0.805	0
6	171115067	1486935	0.869	0
7	159138663	1412849	0.888	0
8	146364022	1256061	0.858	0
9	141213431	1137167	0.805	0
10	135534747	1363136	1.006	0
11	135006516	1230480	0.911	0
12	133851895	1195275	0.893	0
13	115169878	730954	0.635	-1
14	107349540	811172	0.756	0
15	102531392	816453	0.796	0
16	90354753	960609	1.063	0
17	81195210	969539	1.194	1
18	78077248	654923	0.839	0
19	59128983	818656	1.385	1
20	63025520	692862	1.099	1
21	48129895	353730	0.735	0
22	51304566	520005	1.014	0
Odchylenie standardowe dla osobnika: 0.16673
