Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	6160208	2.471	0
2	243199373	6357205	2.614	0
3	198022430	5163274	2.607	0
4	191154276	4627981	2.421	0
5	180915260	4615227	2.551	0
6	171115067	4416297	2.581	0
7	159138663	3997101	2.512	0
8	146364022	3854914	2.634	0
9	141213431	3051958	2.161	-1
10	135534747	3653634	2.696	0
11	135006516	3639428	2.696	0
12	133851895	3520922	2.63	0
13	115169878	2443339	2.122	-1
14	107349540	2380393	2.217	-1
15	102531392	2217637	2.163	-1
16	90354753	2322335	2.57	0
17	81195210	2291015	2.822	1
18	78077248	2025574	2.594	0
19	59128983	1673318	2.83	1
20	63025520	1869744	2.967	1
21	48129895	977811	2.032	-1
22	51304566	1081320	2.108	-1
Odchylenie standardowe dla osobnika: 0.25415
