Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	2032432	0.815	0
2	243199373	1896704	0.78	0
3	198022430	1480627	0.748	0
4	191154276	1284280	0.672	-1
5	180915260	1348811	0.746	0
6	171115067	1385838	0.81	0
7	159138663	1307557	0.822	0
8	146364022	1163678	0.795	0
9	141213431	1048654	0.743	0
10	135534747	1281557	0.946	0
11	135006516	1129975	0.837	0
12	133851895	1108280	0.828	0
13	115169878	679088	0.59	-1
14	107349540	747494	0.696	0
15	102531392	761270	0.742	0
16	90354753	893623	0.989	1
17	81195210	897563	1.105	1
18	78077248	604429	0.774	0
19	59128983	756315	1.279	1
20	63025520	635525	1.008	1
21	48129895	327127	0.68	-1
22	51304566	475531	0.927	0
Odchylenie standardowe dla osobnika: 0.15323
