Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	103223	0.041	0
2	243199373	91261	0.038	0
3	198022430	72686	0.037	0
4	191154276	65002	0.034	0
5	180915260	65104	0.036	0
6	171115067	64493	0.038	0
7	159138663	67866	0.043	0
8	146364022	53654	0.037	0
9	141213431	50919	0.036	0
10	135534747	61890	0.046	0
11	135006516	52151	0.039	0
12	133851895	57463	0.043	0
13	115169878	32419	0.028	-1
14	107349540	37247	0.035	0
15	102531392	36925	0.036	0
16	90354753	45889	0.051	1
17	81195210	48473	0.06	1
18	78077248	27671	0.035	0
19	59128983	43367	0.073	1
20	63025520	28538	0.045	0
21	48129895	15138	0.031	-1
22	51304566	21774	0.042	0
Odchylenie standardowe dla osobnika: 0.00966
Srednia arytmetyczna: 0.04109
