Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	2310692	0.927	0
2	243199373	2451197	1.008	0
3	198022430	2034100	1.027	0
4	191154276	1953964	1.022	0
5	180915260	1827758	1.01	0
6	171115067	1761630	1.03	0
7	159138663	1581929	0.994	0
8	146364022	1478803	1.01	0
9	141213431	1143495	0.81	-1
10	135534747	1349258	0.996	0
11	135006516	1346581	0.997	0
12	133851895	1377546	1.029	0
13	115169878	1003296	0.871	0
14	107349540	919551	0.857	0
15	102531392	817766	0.798	-1
16	90354753	812876	0.9	0
17	81195210	812054	1.0	0
18	78077248	778722	0.997	0
19	59128983	607822	1.028	0
20	63025520	627749	0.996	0
21	48129895	380000	0.79	-1
22	51304566	345564	0.674	-1
Odchylenie standardowe dla osobnika: 0.09889
Srednia arytmetyczna: 0.94414
