Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	209480	0.084	0
2	243199373	213940	0.088	0
3	198022430	173713	0.088	0
4	191154276	158389	0.083	0
5	180915260	156139	0.086	0
6	171115067	151414	0.088	0
7	159138663	138359	0.087	0
8	146364022	128426	0.088	0
9	141213431	102490	0.073	-1
10	135534747	123011	0.091	0
11	135006516	121931	0.09	0
12	133851895	120661	0.09	0
13	115169878	83517	0.073	-1
14	107349540	80825	0.075	-1
15	102531392	74428	0.073	-1
16	90354753	78795	0.087	0
17	81195210	79462	0.098	1
18	78077248	67319	0.086	0
19	59128983	62197	0.105	1
20	63025520	61430	0.097	1
21	48129895	33810	0.07	-1
22	51304566	36816	0.072	-1
Odchylenie standardowe dla osobnika: 0.00898
Srednia arytmetyczna: 0.08509
