Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	910727	0.365	0
2	243199373	833747	0.343	0
3	198022430	633362	0.32	0
4	191154276	495054	0.259	-1
5	180915260	590170	0.326	0
6	171115067	626734	0.366	0
7	159138663	557519	0.35	0
8	146364022	522707	0.357	0
9	141213431	473887	0.336	0
10	135534747	606485	0.447	0
11	135006516	534788	0.396	0
12	133851895	478573	0.358	0
13	115169878	286446	0.249	-1
14	107349540	335473	0.313	0
15	102531392	349836	0.341	0
16	90354753	417236	0.462	0
17	81195210	420657	0.518	1
18	78077248	279306	0.358	0
19	59128983	342543	0.579	1
20	63025520	331502	0.526	1
21	48129895	152322	0.316	0
22	51304566	261986	0.511	1
Odchylenie standardowe dla osobnika: 0.0861
