Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	84928	0.034	0
2	243199373	72822	0.03	0
3	198022430	58232	0.029	0
4	191154276	50913	0.027	0
5	180915260	52273	0.029	0
6	171115067	52093	0.03	0
7	159138663	55013	0.035	0
8	146364022	41946	0.029	0
9	141213431	41795	0.03	0
10	135534747	47231	0.035	0
11	135006516	41840	0.031	0
12	133851895	47526	0.036	0
13	115169878	25772	0.022	-1
14	107349540	30131	0.028	0
15	102531392	31492	0.031	0
16	90354753	37044	0.041	0
17	81195210	41809	0.051	1
18	78077248	22053	0.028	0
19	59128983	36582	0.062	1
20	63025520	23318	0.037	0
21	48129895	11757	0.024	-1
22	51304566	18235	0.036	0
Odchylenie standardowe dla osobnika: 0.00863
