Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	2729153	1.095	0
2	243199373	2549733	1.048	0
3	198022430	2001477	1.011	0
4	191154276	1794612	0.939	0
5	180915260	1806529	0.999	0
6	171115067	1815983	1.061	0
7	159138663	1780860	1.119	0
8	146364022	1538484	1.051	0
9	141213431	1390475	0.985	0
10	135534747	1714833	1.265	0
11	135006516	1481869	1.098	0
12	133851895	1510582	1.129	0
13	115169878	895722	0.778	-1
14	107349540	999722	0.931	0
15	102531392	1009134	0.984	0
16	90354753	1238741	1.371	1
17	81195210	1207279	1.487	1
18	78077248	781770	1.001	0
19	59128983	1040890	1.76	1
20	63025520	814211	1.292	0
21	48129895	417068	0.867	-1
22	51304566	584793	1.14	0
Odchylenie standardowe dla osobnika: 0.21292
Srednia arytmetyczna: 1.10959
