Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	266174	0.107	0
2	243199373	291507	0.12	0
3	198022430	240401	0.121	0
4	191154276	232586	0.122	1
5	180915260	216441	0.12	0
6	171115067	207440	0.121	0
7	159138663	181062	0.114	0
8	146364022	175963	0.12	0
9	141213431	133197	0.094	-1
10	135534747	157307	0.116	0
11	135006516	156092	0.116	0
12	133851895	159392	0.119	0
13	115169878	119689	0.104	0
14	107349540	106556	0.099	0
15	102531392	93422	0.091	-1
16	90354753	89135	0.099	0
17	81195210	86773	0.107	0
18	78077248	93337	0.12	0
19	59128983	58096	0.098	0
20	63025520	72421	0.115	0
21	48129895	43606	0.091	-1
22	51304566	36836	0.072	-1
Odchylenie standardowe dla osobnika: 0.01312
