Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1233903	0.495	0
2	243199373	1146632	0.471	0
3	198022430	897185	0.453	0
4	191154276	753245	0.394	-1
5	180915260	813483	0.45	0
6	171115067	843226	0.493	0
7	159138663	786317	0.494	0
8	146364022	714394	0.488	0
9	141213431	638446	0.452	0
10	135534747	782961	0.578	0
11	135006516	700464	0.519	0
12	133851895	670836	0.501	0
13	115169878	406465	0.353	-1
14	107349540	453286	0.422	0
15	102531392	463684	0.452	0
16	90354753	544790	0.603	1
17	81195210	535465	0.659	1
18	78077248	371391	0.476	0
19	59128983	446074	0.754	1
20	63025520	403180	0.64	1
21	48129895	195948	0.407	-1
22	51304566	298912	0.583	0
Odchylenie standardowe dla osobnika: 0.09319
