Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1351540	0.542	0
2	243199373	1235026	0.508	0
3	198022430	970687	0.49	0
4	191154276	856675	0.448	0
5	180915260	874903	0.484	0
6	171115067	889086	0.52	0
7	159138663	871209	0.547	0
8	146364022	748076	0.511	0
9	141213431	678641	0.481	0
10	135534747	852710	0.629	0
11	135006516	721642	0.535	0
12	133851895	739148	0.552	0
13	115169878	434486	0.377	-1
14	107349540	486819	0.453	0
15	102531392	493480	0.481	0
16	90354753	586290	0.649	1
17	81195210	593563	0.731	1
18	78077248	384823	0.493	0
19	59128983	513619	0.869	1
20	63025520	402167	0.638	0
21	48129895	204100	0.424	-1
22	51304566	292560	0.57	0
Odchylenie standardowe dla osobnika: 0.10623
Srednia arytmetyczna: 0.54236
