Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	196911	0.079	0
2	243199373	172147	0.071	0
3	198022430	135181	0.068	0
4	191154276	121312	0.063	0
5	180915260	120032	0.066	0
6	171115067	118364	0.069	0
7	159138663	129839	0.082	0
8	146364022	96829	0.066	0
9	141213431	97594	0.069	0
10	135534747	116597	0.086	0
11	135006516	98031	0.073	0
12	133851895	109417	0.082	0
13	115169878	59285	0.051	-1
14	107349540	70273	0.065	0
15	102531392	72460	0.071	0
16	90354753	85837	0.095	0
17	81195210	99701	0.123	1
18	78077248	50097	0.064	0
19	59128983	90513	0.153	1
20	63025520	53403	0.085	0
21	48129895	27433	0.057	0
22	51304566	43314	0.084	0
Odchylenie standardowe dla osobnika: 0.0219
Srednia arytmetyczna: 0.07827
