Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	7126217	2.859	0
2	243199373	7540926	3.101	0
3	198022430	6191202	3.127	0
4	191154276	5726003	2.995	0
5	180915260	5529937	3.057	0
6	171115067	5304348	3.1	0
7	159138663	4720077	2.966	0
8	146364022	4540334	3.102	0
9	141213431	3551547	2.515	-1
10	135534747	4208362	3.105	0
11	135006516	4208457	3.117	0
12	133851895	4144827	3.097	0
13	115169878	2990935	2.597	-1
14	107349540	2807160	2.615	-1
15	102531392	2554496	2.491	-1
16	90354753	2556953	2.83	0
17	81195210	2544413	3.134	0
18	78077248	2409364	3.086	0
19	59128983	1799711	3.044	0
20	63025520	2071643	3.287	1
21	48129895	1135946	2.36	-1
22	51304566	1156649	2.254	-1
Odchylenie standardowe dla osobnika: 0.28624
Srednia arytmetyczna: 2.90177
