Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	955998	0.384	0
2	243199373	1004196	0.413	0
3	198022430	824621	0.416	0
4	191154276	759659	0.397	0
5	180915260	736436	0.407	0
6	171115067	708563	0.414	0
7	159138663	628273	0.395	0
8	146364022	609184	0.416	0
9	141213431	473019	0.335	-1
10	135534747	563433	0.416	0
11	135006516	563057	0.417	0
12	133851895	554772	0.414	0
13	115169878	395514	0.343	-1
14	107349540	373427	0.348	0
15	102531392	340686	0.332	-1
16	90354753	342512	0.379	0
17	81195210	337627	0.416	0
18	78077248	320269	0.41	0
19	59128983	238560	0.403	0
20	63025520	277808	0.441	1
21	48129895	152315	0.316	-1
22	51304566	152629	0.297	-1
Odchylenie standardowe dla osobnika: 0.03877
Srednia arytmetyczna: 0.38677
