Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	176766	0.071	0
2	243199373	155285	0.064	0
3	198022430	123522	0.062	0
4	191154276	107400	0.056	0
5	180915260	109788	0.061	0
6	171115067	109851	0.064	0
7	159138663	117066	0.074	0
8	146364022	89816	0.061	0
9	141213431	88895	0.063	0
10	135534747	103440	0.076	0
11	135006516	88780	0.066	0
12	133851895	99712	0.074	0
13	115169878	53878	0.047	-1
14	107349540	64315	0.06	0
15	102531392	66648	0.065	0
16	90354753	79669	0.088	0
17	81195210	88862	0.109	1
18	78077248	46494	0.06	0
19	59128983	79866	0.135	1
20	63025520	50836	0.081	0
21	48129895	25128	0.052	-1
22	51304566	39748	0.077	0
Odchylenie standardowe dla osobnika: 0.01897
Srednia arytmetyczna: 0.07118
