Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	35803	0.014	0
2	243199373	32626	0.013	0
3	198022430	25545	0.013	0
4	191154276	22261	0.012	0
5	180915260	23184	0.013	0
6	171115067	23643	0.014	0
7	159138663	23057	0.014	0
8	146364022	19877	0.014	0
9	141213431	18354	0.013	0
10	135534747	21304	0.016	0
11	135006516	19444	0.014	0
12	133851895	19193	0.014	0
13	115169878	11731	0.01	-1
14	107349540	12961	0.012	0
15	102531392	13204	0.013	0
16	90354753	15493	0.017	0
17	81195210	15610	0.019	1
18	78077248	10297	0.013	0
19	59128983	13105	0.022	1
20	63025520	10786	0.017	0
21	48129895	8439	0.018	1
22	51304566	8242	0.016	0
Odchylenie standardowe dla osobnika: 0.00264
Srednia arytmetyczna: 0.01459
