Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	2544180	1.021	0
2	243199373	2686384	1.105	0
3	198022430	2209627	1.116	0
4	191154276	2058709	1.077	0
5	180915260	1979317	1.094	0
6	171115067	1898440	1.109	0
7	159138663	1702648	1.07	0
8	146364022	1626885	1.112	0
9	141213431	1262942	0.894	-1
10	135534747	1503519	1.109	0
11	135006516	1501284	1.112	0
12	133851895	1488460	1.112	0
13	115169878	1072072	0.931	-1
14	107349540	1003946	0.935	-1
15	102531392	929506	0.907	-1
16	90354753	916130	1.014	0
17	81195210	903878	1.113	0
18	78077248	856073	1.096	0
19	59128983	658512	1.114	0
20	63025520	732146	1.162	1
21	48129895	410832	0.854	-1
22	51304566	407510	0.794	-1
Odchylenie standardowe dla osobnika: 0.1016
