Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1520952	0.61	0
2	243199373	1609843	0.662	0
3	198022430	1321553	0.667	0
4	191154276	1224604	0.641	0
5	180915260	1180327	0.652	0
6	171115067	1136417	0.664	0
7	159138663	1008352	0.634	0
8	146364022	970038	0.663	0
9	141213431	754890	0.535	-1
10	135534747	897952	0.663	0
11	135006516	896001	0.664	0
12	133851895	883373	0.66	0
13	115169878	637823	0.554	-1
14	107349540	596694	0.556	-1
15	102531392	546581	0.533	-1
16	90354753	549245	0.608	0
17	81195210	539851	0.665	0
18	78077248	512814	0.657	0
19	59128983	381707	0.646	0
20	63025520	441403	0.7	1
21	48129895	246138	0.511	-1
22	51304566	245397	0.478	-1
Odchylenie standardowe dla osobnika: 0.0606
