Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	4455431	1.788	0
2	243199373	4637077	1.907	0
3	198022430	3783699	1.911	0
4	191154276	3536878	1.85	0
5	180915260	3395498	1.877	0
6	171115067	3271402	1.912	0
7	159138663	2986388	1.877	0
8	146364022	2793657	1.909	0
9	141213431	2211042	1.566	-1
10	135534747	2608651	1.925	0
11	135006516	2617513	1.939	0
12	133851895	2598364	1.941	0
13	115169878	1834521	1.593	-1
14	107349540	1744858	1.625	-1
15	102531392	1586630	1.547	-1
16	90354753	1650188	1.826	0
17	81195210	1660306	2.045	1
18	78077248	1465981	1.878	0
19	59128983	1287539	2.178	1
20	63025520	1285841	2.04	1
21	48129895	727763	1.512	-1
22	51304566	759480	1.48	-1
Odchylenie standardowe dla osobnika: 0.18461
