Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	358014	0.144	0
2	243199373	339910	0.14	0
3	198022430	261682	0.132	0
4	191154276	218286	0.114	-1
5	180915260	234492	0.13	0
6	171115067	225971	0.132	0
7	159138663	220698	0.139	0
8	146364022	205277	0.14	0
9	141213431	179072	0.127	0
10	135534747	212771	0.157	0
11	135006516	214418	0.159	0
12	133851895	193307	0.144	0
13	115169878	118981	0.103	-1
14	107349540	133887	0.125	0
15	102531392	129395	0.126	0
16	90354753	160196	0.177	0
17	81195210	167498	0.206	1
18	78077248	106007	0.136	0
19	59128983	142889	0.242	1
20	63025520	124414	0.197	1
21	48129895	60926	0.127	0
22	51304566	89065	0.174	0
Odchylenie standardowe dla osobnika: 0.03206
