Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	8210334	3.294	0
2	243199373	8402853	3.455	0
3	198022430	6825172	3.447	0
4	191154276	6105633	3.194	0
5	180915260	6092130	3.367	0
6	171115067	5828468	3.406	0
7	159138663	5353943	3.364	0
8	146364022	5078234	3.47	0
9	141213431	4062414	2.877	-1
10	135534747	4838851	3.57	0
11	135006516	4856097	3.597	0
12	133851895	4702552	3.513	0
13	115169878	3192618	2.772	-1
14	107349540	3169008	2.952	-1
15	102531392	2949213	2.876	-1
16	90354753	3112324	3.445	0
17	81195210	3113223	3.834	1
18	78077248	2662477	3.41	0
19	59128983	2350839	3.976	1
20	63025520	2486740	3.946	1
21	48129895	1306223	2.714	-1
22	51304566	1470197	2.866	-1
Odchylenie standardowe dla osobnika: 0.35482
