Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	932547	0.374	0
2	243199373	899974	0.37	0
3	198022430	702773	0.355	0
4	191154276	622464	0.326	0
5	180915260	629136	0.348	0
6	171115067	617165	0.361	0
7	159138663	630054	0.396	0
8	146364022	535632	0.366	0
9	141213431	459583	0.325	0
10	135534747	545816	0.403	0
11	135006516	495824	0.367	0
12	133851895	519387	0.388	0
13	115169878	329669	0.286	-1
14	107349540	350425	0.326	0
15	102531392	336407	0.328	0
16	90354753	397918	0.44	0
17	81195210	417982	0.515	1
18	78077248	278117	0.356	0
19	59128983	363435	0.615	1
20	63025520	297323	0.472	1
21	48129895	153986	0.32	0
22	51304566	208626	0.407	0
Odchylenie standardowe dla osobnika: 0.07194
Srednia arytmetyczna: 0.38382
