Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1251893	0.502	0
2	243199373	1340410	0.551	0
3	198022430	1104893	0.558	0
4	191154276	1074468	0.562	0
5	180915260	995873	0.55	0
6	171115067	957564	0.56	0
7	159138663	859044	0.54	0
8	146364022	808593	0.552	0
9	141213431	622267	0.441	-1
10	135534747	743985	0.549	0
11	135006516	732417	0.543	0
12	133851895	748916	0.56	0
13	115169878	545977	0.474	0
14	107349540	499408	0.465	0
15	102531392	443036	0.432	-1
16	90354753	445352	0.493	0
17	81195210	438037	0.539	0
18	78077248	427013	0.547	0
19	59128983	332526	0.562	0
20	63025520	342450	0.543	0
21	48129895	211234	0.439	-1
22	51304566	189471	0.369	-1
Odchylenie standardowe dla osobnika: 0.0537
Srednia arytmetyczna: 0.51505
