Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	10366237	4.159	0
2	243199373	11118366	4.572	0
3	198022430	9186247	4.639	0
4	191154276	8728032	4.566	0
5	180915260	8247261	4.559	0
6	171115067	7907017	4.621	0
7	159138663	7085700	4.453	0
8	146364022	6721470	4.592	0
9	141213431	5177249	3.666	-1
10	135534747	6107671	4.506	0
11	135006516	6116281	4.53	0
12	133851895	6137918	4.586	0
13	115169878	4523696	3.928	0
14	107349540	4126238	3.844	0
15	102531392	3681638	3.591	-1
16	90354753	3614233	4.0	0
17	81195210	3568097	4.394	0
18	78077248	3543600	4.539	0
19	59128983	2558492	4.327	0
20	63025520	2890089	4.586	0
21	48129895	1692687	3.517	-1
22	51304566	1574956	3.07	-1
Odchylenie standardowe dla osobnika: 0.44043
Srednia arytmetyczna: 4.23841
