Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	714812	0.287	0
2	243199373	657293	0.27	0
3	198022430	513075	0.259	0
4	191154276	444274	0.232	-1
5	180915260	466982	0.258	0
6	171115067	474856	0.278	0
7	159138663	456155	0.287	0
8	146364022	401317	0.274	0
9	141213431	363311	0.257	0
10	135534747	429092	0.317	0
11	135006516	388928	0.288	0
12	133851895	387930	0.29	0
13	115169878	233374	0.203	-1
14	107349540	259488	0.242	0
15	102531392	262887	0.256	0
16	90354753	310721	0.344	0
17	81195210	311366	0.383	1
18	78077248	207949	0.266	0
19	59128983	266054	0.45	1
20	63025520	218008	0.346	0
21	48129895	166870	0.347	1
22	51304566	161607	0.315	0
Odchylenie standardowe dla osobnika: 0.05375
Srednia arytmetyczna: 0.29314
