Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	73356	0.029	0
2	243199373	63133	0.026	0
3	198022430	48669	0.025	0
4	191154276	40304	0.021	-1
5	180915260	44428	0.025	0
6	171115067	45700	0.027	0
7	159138663	43969	0.028	0
8	146364022	40156	0.027	0
9	141213431	35158	0.025	0
10	135534747	40788	0.03	0
11	135006516	40389	0.03	0
12	133851895	41333	0.031	0
13	115169878	20355	0.018	-1
14	107349540	24763	0.023	0
15	102531392	25962	0.025	0
16	90354753	30144	0.033	0
17	81195210	33070	0.041	1
18	78077248	19145	0.025	0
19	59128983	28963	0.049	1
20	63025520	23419	0.037	1
21	48129895	10733	0.022	0
22	51304566	19170	0.037	1
Odchylenie standardowe dla osobnika: 0.00695
