Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	366610	0.147	0
2	243199373	392490	0.161	0
3	198022430	321830	0.163	0
4	191154276	303279	0.159	0
5	180915260	290242	0.16	0
6	171115067	278534	0.163	0
7	159138663	247495	0.156	0
8	146364022	236586	0.162	0
9	141213431	183834	0.13	-1
10	135534747	219091	0.162	0
11	135006516	215931	0.16	0
12	133851895	215839	0.161	0
13	115169878	158453	0.138	0
14	107349540	145567	0.136	0
15	102531392	131459	0.128	-1
16	90354753	131266	0.145	0
17	81195210	128856	0.159	0
18	78077248	125986	0.161	0
19	59128983	92546	0.157	0
20	63025520	104958	0.167	1
21	48129895	61267	0.127	-1
22	51304566	56803	0.111	-1
Odchylenie standardowe dla osobnika: 0.01511
