Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	369640	0.148	0
2	243199373	339383	0.14	0
3	198022430	264864	0.134	0
4	191154276	230113	0.12	0
5	180915260	240829	0.133	0
6	171115067	238581	0.139	0
7	159138663	239337	0.15	0
8	146364022	199782	0.136	0
9	141213431	186592	0.132	0
10	135534747	220817	0.163	0
11	135006516	198275	0.147	0
12	133851895	203384	0.152	0
13	115169878	120227	0.104	-1
14	107349540	134862	0.126	0
15	102531392	136790	0.133	0
16	90354753	161334	0.179	1
17	81195210	167982	0.207	1
18	78077248	105236	0.135	0
19	59128983	143403	0.243	1
20	63025520	110221	0.175	0
21	48129895	56713	0.118	-1
22	51304566	81315	0.158	0
Odchylenie standardowe dla osobnika: 0.03015
