Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1768659	0.71	0
2	243199373	1805068	0.742	0
3	198022430	1450466	0.732	0
4	191154276	1272614	0.666	0
5	180915260	1291735	0.714	0
6	171115067	1237122	0.723	0
7	159138663	1128602	0.709	0
8	146364022	1087744	0.743	0
9	141213431	876716	0.621	-1
10	135534747	1052602	0.777	0
11	135006516	1051959	0.779	0
12	133851895	997791	0.745	0
13	115169878	678394	0.589	-1
14	107349540	677942	0.632	-1
15	102531392	637110	0.621	-1
16	90354753	683416	0.756	0
17	81195210	678929	0.836	1
18	78077248	575468	0.737	0
19	59128983	502308	0.85	1
20	63025520	554637	0.88	1
21	48129895	279446	0.581	-1
22	51304566	331034	0.645	0
Odchylenie standardowe dla osobnika: 0.07936
