Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	82828	0.033	0
2	243199373	72716	0.03	0
3	198022430	58418	0.03	0
4	191154276	50017	0.026	0
5	180915260	52784	0.029	0
6	171115067	53671	0.031	0
7	159138663	52510	0.033	0
8	146364022	43826	0.03	0
9	141213431	41673	0.03	0
10	135534747	48033	0.035	0
11	135006516	42668	0.032	0
12	133851895	45589	0.034	0
13	115169878	26169	0.023	-1
14	107349540	29902	0.028	0
15	102531392	30576	0.03	0
16	90354753	35991	0.04	1
17	81195210	37679	0.046	1
18	78077248	23098	0.03	0
19	59128983	33114	0.056	1
20	63025520	24207	0.038	0
21	48129895	11975	0.025	-1
22	51304566	18018	0.035	0
Odchylenie standardowe dla osobnika: 0.00705
Srednia arytmetyczna: 0.03291
