Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	2286184	0.917	0
2	243199373	2171041	0.893	0
3	198022430	1683819	0.85	0
4	191154276	1396878	0.731	-1
5	180915260	1500120	0.829	0
6	171115067	1447913	0.846	0
7	159138663	1399438	0.879	0
8	146364022	1294849	0.885	0
9	141213431	1130858	0.801	0
10	135534747	1337638	0.987	0
11	135006516	1363635	1.01	0
12	133851895	1232769	0.921	0
13	115169878	754569	0.655	-1
14	107349540	850750	0.793	0
15	102531392	833099	0.813	0
16	90354753	990112	1.096	0
17	81195210	1034030	1.274	1
18	78077248	670106	0.858	0
19	59128983	868017	1.468	1
20	63025520	769948	1.222	1
21	48129895	361798	0.752	0
22	51304566	545595	1.063	0
Odchylenie standardowe dla osobnika: 0.18814
