Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	160560	0.064	0
2	243199373	178783	0.074	0
3	198022430	148723	0.075	1
4	191154276	146485	0.077	1
5	180915260	133947	0.074	0
6	171115067	127742	0.075	1
7	159138663	111890	0.07	0
8	146364022	107803	0.074	0
9	141213431	80137	0.057	0
10	135534747	94160	0.069	0
11	135006516	94536	0.07	0
12	133851895	97027	0.072	0
13	115169878	76125	0.066	0
14	107349540	64968	0.061	0
15	102531392	57019	0.056	0
16	90354753	50698	0.056	0
17	81195210	49075	0.06	0
18	78077248	57960	0.074	0
19	59128983	31913	0.054	-1
20	63025520	41678	0.066	0
21	48129895	26113	0.054	-1
22	51304566	20029	0.039	-1
Odchylenie standardowe dla osobnika: 0.00946
