Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1652277	0.663	0
2	243199373	1524286	0.627	0
3	198022430	1190563	0.601	0
4	191154276	1028164	0.538	-1
5	180915260	1082984	0.599	0
6	171115067	1108440	0.648	0
7	159138663	1060094	0.666	0
8	146364022	925148	0.632	0
9	141213431	839163	0.594	0
10	135534747	1011156	0.746	0
11	135006516	906668	0.672	0
12	133851895	902432	0.674	0
13	115169878	540497	0.469	-1
14	107349540	607127	0.566	0
15	102531392	613346	0.598	0
16	90354753	728795	0.807	1
17	81195210	746929	0.92	1
18	78077248	479390	0.614	0
19	59128983	638127	1.079	1
20	63025520	507812	0.806	0
21	48129895	258399	0.537	-1
22	51304566	382783	0.746	0
Odchylenie standardowe dla osobnika: 0.13357
