Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	4135408	1.659	0
2	243199373	4259363	1.751	0
3	198022430	3464116	1.749	0
4	191154276	3125749	1.635	0
5	180915260	3090745	1.708	0
6	171115067	2977342	1.74	0
7	159138663	2697004	1.695	0
8	146364022	2573419	1.758	0
9	141213431	2047606	1.45	-1
10	135534747	2446206	1.805	0
11	135006516	2436612	1.805	0
12	133851895	2387205	1.783	0
13	115169878	1639427	1.423	-1
14	107349540	1600412	1.491	-1
15	102531392	1485022	1.448	-1
16	90354753	1567851	1.735	0
17	81195210	1549408	1.908	1
18	78077248	1351533	1.731	0
19	59128983	1155483	1.954	1
20	63025520	1241516	1.97	1
21	48129895	661650	1.375	-1
22	51304566	730383	1.424	-1
Odchylenie standardowe dla osobnika: 0.1717
