Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	459162	0.184	0
2	243199373	410859	0.169	0
3	198022430	319486	0.161	0
4	191154276	272698	0.143	-1
5	180915260	290486	0.161	0
6	171115067	297311	0.174	0
7	159138663	287576	0.181	0
8	146364022	249953	0.171	0
9	141213431	230697	0.163	0
10	135534747	285061	0.21	0
11	135006516	248644	0.184	0
12	133851895	245322	0.183	0
13	115169878	142456	0.124	-1
14	107349540	163846	0.153	0
15	102531392	166947	0.163	0
16	90354753	204239	0.226	1
17	81195210	206119	0.254	1
18	78077248	130749	0.167	0
19	59128983	177958	0.301	1
20	63025520	142408	0.226	1
21	48129895	70860	0.147	0
22	51304566	108368	0.211	0
Odchylenie standardowe dla osobnika: 0.03923
