Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	7017434	2.815	0
2	243199373	7066585	2.906	0
3	198022430	5757707	2.908	0
4	191154276	5227190	2.735	0
5	180915260	5114543	2.827	0
6	171115067	4968097	2.903	0
7	159138663	4634761	2.912	0
8	146364022	4242686	2.899	0
9	141213431	3426862	2.427	-1
10	135534747	4093867	3.021	0
11	135006516	4036760	2.99	0
12	133851895	4079662	3.048	0
13	115169878	2704721	2.348	-1
14	107349540	2704852	2.52	0
15	102531392	2509525	2.448	-1
16	90354753	2712264	3.002	0
17	81195210	2784724	3.43	1
18	78077248	2203289	2.822	0
19	59128983	2272195	3.843	1
20	63025520	2050417	3.253	1
21	48129895	1114593	2.316	-1
22	51304566	1262113	2.46	-1
Odchylenie standardowe dla osobnika: 0.35453
Srednia arytmetyczna: 2.85605
