Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	22120	0.009	0
2	243199373	18848	0.008	0
3	198022430	15048	0.008	0
4	191154276	12906	0.007	0
5	180915260	13247	0.007	0
6	171115067	13406	0.008	0
7	159138663	14281	0.009	0
8	146364022	10670	0.007	0
9	141213431	10935	0.008	0
10	135534747	12131	0.009	0
11	135006516	10881	0.008	0
12	133851895	12394	0.009	0
13	115169878	6724	0.006	-1
14	107349540	7979	0.007	0
15	102531392	8104	0.008	0
16	90354753	9614	0.011	0
17	81195210	11317	0.014	1
18	78077248	5583	0.007	0
19	59128983	10170	0.017	1
20	63025520	6059	0.01	0
21	48129895	3045	0.006	-1
22	51304566	4921	0.01	0
Odchylenie standardowe dla osobnika: 0.0025
Srednia arytmetyczna: 0.00877
