Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	269740	0.108	0
2	243199373	285870	0.118	0
3	198022430	235208	0.119	0
4	191154276	222538	0.116	0
5	180915260	211375	0.117	0
6	171115067	203709	0.119	0
7	159138663	182680	0.115	0
8	146364022	171637	0.117	0
9	141213431	134881	0.096	-1
10	135534747	157777	0.116	0
11	135006516	157697	0.117	0
12	133851895	159158	0.119	0
13	115169878	115760	0.101	0
14	107349540	107456	0.1	-1
15	102531392	95865	0.093	-1
16	90354753	94977	0.105	0
17	81195210	95500	0.118	0
18	78077248	91329	0.117	0
19	59128983	70329	0.119	0
20	63025520	76140	0.121	0
21	48129895	65629	0.136	1
22	51304566	42448	0.083	-1
Odchylenie standardowe dla osobnika: 0.01139
Srednia arytmetyczna: 0.11227
