Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	6212570	2.492	0
2	243199373	6552534	2.694	0
3	198022430	5386369	2.72	0
4	191154276	5001233	2.616	0
5	180915260	4798582	2.652	0
6	171115067	4635174	2.709	0
7	159138663	4110029	2.583	0
8	146364022	3944668	2.695	0
9	141213431	3083222	2.183	-1
10	135534747	3655528	2.697	0
11	135006516	3647859	2.702	0
12	133851895	3600399	2.69	0
13	115169878	2593285	2.252	-1
14	107349540	2432891	2.266	-1
15	102531392	2234783	2.18	-1
16	90354753	2238498	2.477	0
17	81195210	2234678	2.752	0
18	78077248	2074494	2.657	0
19	59128983	1612833	2.728	0
20	63025520	1801632	2.859	1
21	48129895	986836	2.05	-1
22	51304566	1016924	1.982	-1
Odchylenie standardowe dla osobnika: 0.24937
