Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1093419	0.439	0
2	243199373	986847	0.406	0
3	198022430	769692	0.389	0
4	191154276	656837	0.344	-1
5	180915260	694448	0.384	0
6	171115067	713884	0.417	0
7	159138663	691892	0.435	0
8	146364022	603572	0.412	0
9	141213431	551292	0.39	0
10	135534747	669202	0.494	0
11	135006516	591063	0.438	0
12	133851895	593926	0.444	0
13	115169878	342761	0.298	-1
14	107349540	394760	0.368	0
15	102531392	402568	0.393	0
16	90354753	485428	0.537	1
17	81195210	491838	0.606	1
18	78077248	310584	0.398	0
19	59128983	430096	0.727	1
20	63025520	341721	0.542	1
21	48129895	167947	0.349	0
22	51304566	256467	0.5	0
Odchylenie standardowe dla osobnika: 0.09385
