Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	562031	0.225	0
2	243199373	522652	0.215	0
3	198022430	412881	0.209	0
4	191154276	351124	0.184	-1
5	180915260	374109	0.207	0
6	171115067	385667	0.225	0
7	159138663	361494	0.227	0
8	146364022	321823	0.22	0
9	141213431	290399	0.206	0
10	135534747	367241	0.271	0
11	135006516	310548	0.23	0
12	133851895	312163	0.233	0
13	115169878	185519	0.161	-1
14	107349540	206479	0.192	0
15	102531392	211697	0.206	0
16	90354753	252540	0.279	1
17	81195210	248470	0.306	1
18	78077248	167595	0.215	0
19	59128983	207416	0.351	1
20	63025520	178370	0.283	1
21	48129895	87895	0.183	-1
22	51304566	129934	0.253	0
Odchylenie standardowe dla osobnika: 0.04322
