Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1524551	0.612	0
2	243199373	1410447	0.58	0
3	198022430	1104116	0.558	0
4	191154276	939238	0.491	-1
5	180915260	1009324	0.558	0
6	171115067	1030765	0.602	0
7	159138663	971337	0.61	0
8	146364022	869296	0.594	0
9	141213431	786146	0.557	0
10	135534747	944530	0.697	0
11	135006516	851504	0.631	0
12	133851895	828421	0.619	0
13	115169878	504567	0.438	-1
14	107349540	559881	0.522	0
15	102531392	568014	0.554	0
16	90354753	660639	0.731	0
17	81195210	666640	0.821	1
18	78077248	454988	0.583	0
19	59128983	562238	0.951	1
20	63025520	478883	0.76	1
21	48129895	243153	0.505	-1
22	51304566	356213	0.694	0
Odchylenie standardowe dla osobnika: 0.11404
