Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1536245	0.616	0
2	243199373	1615916	0.664	0
3	198022430	1321661	0.667	0
4	191154276	1224872	0.641	0
5	180915260	1178051	0.651	0
6	171115067	1141065	0.667	0
7	159138663	998500	0.627	0
8	146364022	968335	0.662	0
9	141213431	757460	0.536	-1
10	135534747	896144	0.661	0
11	135006516	894629	0.663	0
12	133851895	874626	0.653	0
13	115169878	631569	0.548	-1
14	107349540	594621	0.554	-1
15	102531392	560189	0.546	-1
16	90354753	550079	0.609	0
17	81195210	558944	0.688	1
18	78077248	506127	0.648	0
19	59128983	400128	0.677	0
20	63025520	450845	0.715	1
21	48129895	241049	0.501	-1
22	51304566	259720	0.506	-1
Odchylenie standardowe dla osobnika: 0.06071
