Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	732458	0.294	0
2	243199373	678630	0.279	0
3	198022430	530478	0.268	0
4	191154276	468002	0.245	0
5	180915260	484729	0.268	0
6	171115067	487694	0.285	0
7	159138663	474283	0.298	0
8	146364022	408726	0.279	0
9	141213431	371644	0.263	0
10	135534747	448647	0.331	0
11	135006516	396097	0.293	0
12	133851895	401771	0.3	0
13	115169878	244160	0.212	-1
14	107349540	266998	0.249	0
15	102531392	270040	0.263	0
16	90354753	319051	0.353	1
17	81195210	322026	0.397	1
18	78077248	212458	0.272	0
19	59128983	275589	0.466	1
20	63025520	216003	0.343	0
21	48129895	112573	0.234	-1
22	51304566	158904	0.31	0
Odchylenie standardowe dla osobnika: 0.05508
