Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	987183	0.396	0
2	243199373	951062	0.391	0
3	198022430	744445	0.376	0
4	191154276	671686	0.351	0
5	180915260	670089	0.37	0
6	171115067	655147	0.383	0
7	159138663	640120	0.402	0
8	146364022	568979	0.389	0
9	141213431	487524	0.345	0
10	135534747	570344	0.421	0
11	135006516	573752	0.425	0
12	133851895	550707	0.411	0
13	115169878	352801	0.306	-1
14	107349540	371060	0.346	0
15	102531392	350031	0.341	0
16	90354753	420725	0.466	0
17	81195210	446797	0.55	1
18	78077248	293120	0.375	0
19	59128983	404171	0.684	1
20	63025520	311259	0.494	1
21	48129895	165148	0.343	0
22	51304566	220574	0.43	0
Odchylenie standardowe dla osobnika: 0.08069
