Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	616965	0.248	0
2	243199373	572842	0.236	0
3	198022430	449763	0.227	0
4	191154276	404224	0.211	0
5	180915260	407869	0.225	0
6	171115067	405564	0.237	0
7	159138663	408577	0.257	0
8	146364022	339104	0.232	0
9	141213431	316444	0.224	0
10	135534747	373909	0.276	0
11	135006516	327426	0.243	0
12	133851895	343328	0.256	0
13	115169878	205837	0.179	-1
14	107349540	225781	0.21	0
15	102531392	230823	0.225	0
16	90354753	270544	0.299	1
17	81195210	278751	0.343	1
18	78077248	175254	0.224	0
19	59128983	241514	0.408	1
20	63025520	176688	0.28	0
21	48129895	93062	0.193	-1
22	51304566	131286	0.256	0
Odchylenie standardowe dla osobnika: 0.04908
