Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	17556	0.007	0
2	243199373	15610	0.006	0
3	198022430	12386	0.006	0
4	191154276	10958	0.006	0
5	180915260	10977	0.006	0
6	171115067	11103	0.006	0
7	159138663	11639	0.007	0
8	146364022	9098	0.006	0
9	141213431	8810	0.006	0
10	135534747	10195	0.008	0
11	135006516	9047	0.007	0
12	133851895	9914	0.007	0
13	115169878	5439	0.005	-1
14	107349540	6490	0.006	0
15	102531392	6655	0.006	0
16	90354753	7939	0.009	1
17	81195210	8741	0.011	1
18	78077248	4636	0.006	0
19	59128983	7879	0.013	1
20	63025520	5070	0.008	0
21	48129895	2443	0.005	-1
22	51304566	3926	0.008	0
Odchylenie standardowe dla osobnika: 0.00187
