Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1016014	0.408	0
2	243199373	939563	0.386	0
3	198022430	723832	0.366	0
4	191154276	585542	0.306	-1
5	180915260	667613	0.369	0
6	171115067	696656	0.407	0
7	159138663	630052	0.396	0
8	146364022	588644	0.402	0
9	141213431	527997	0.374	0
10	135534747	662814	0.489	0
11	135006516	586046	0.434	0
12	133851895	542648	0.405	0
13	115169878	328810	0.285	-1
14	107349540	372285	0.347	0
15	102531392	384685	0.375	0
16	90354753	451333	0.5	0
17	81195210	450197	0.554	1
18	78077248	312094	0.4	0
19	59128983	364585	0.617	1
20	63025520	353252	0.56	1
21	48129895	166055	0.345	0
22	51304566	266893	0.52	1
Odchylenie standardowe dla osobnika: 0.08327
