Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1802666	0.723	0
2	243199373	1671601	0.687	0
3	198022430	1299933	0.656	0
4	191154276	1113863	0.583	-1
5	180915260	1188192	0.657	0
6	171115067	1219445	0.713	0
7	159138663	1160262	0.729	0
8	146364022	1031151	0.705	0
9	141213431	933180	0.661	0
10	135534747	1127048	0.832	0
11	135006516	1006657	0.746	0
12	133851895	978028	0.731	0
13	115169878	597104	0.518	-1
14	107349540	661209	0.616	0
15	102531392	668581	0.652	0
16	90354753	788829	0.873	0
17	81195210	799148	0.984	1
18	78077248	539465	0.691	0
19	59128983	670287	1.134	1
20	63025520	570232	0.905	1
21	48129895	289722	0.602	0
22	51304566	425981	0.83	0
Odchylenie standardowe dla osobnika: 0.13819
