Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	727253	0.292	0
2	243199373	654172	0.269	0
3	198022430	506939	0.256	0
4	191154276	429913	0.225	-1
5	180915260	459636	0.254	0
6	171115067	475103	0.278	0
7	159138663	458259	0.288	0
8	146364022	397520	0.272	0
9	141213431	367249	0.26	0
10	135534747	466618	0.344	0
11	135006516	393650	0.292	0
12	133851895	388941	0.291	0
13	115169878	226181	0.196	-1
14	107349540	261032	0.243	0
15	102531392	266829	0.26	0
16	90354753	325412	0.36	1
17	81195210	329245	0.405	1
18	78077248	207515	0.266	0
19	59128983	282597	0.478	1
20	63025520	228018	0.362	1
21	48129895	112905	0.235	0
22	51304566	175599	0.342	0
Odchylenie standardowe dla osobnika: 0.06323
