Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1033106	0.414	0
2	243199373	1098916	0.452	0
3	198022430	906384	0.458	0
4	191154276	856152	0.448	0
5	180915260	812280	0.449	0
6	171115067	781388	0.457	0
7	159138663	697728	0.438	0
8	146364022	666014	0.455	0
9	141213431	515073	0.365	-1
10	135534747	609315	0.45	0
11	135006516	607828	0.45	0
12	133851895	608229	0.454	0
13	115169878	441915	0.384	0
14	107349540	408579	0.381	0
15	102531392	365425	0.356	-1
16	90354753	366961	0.406	0
17	81195210	360624	0.444	0
18	78077248	350924	0.449	0
19	59128983	261599	0.442	0
20	63025520	291716	0.463	0
21	48129895	169528	0.352	-1
22	51304566	161063	0.314	-1
Odchylenie standardowe dla osobnika: 0.04246
