Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	6355652	2.55	0
2	243199373	6429703	2.644	0
3	198022430	5180051	2.616	0
4	191154276	4655983	2.436	0
5	180915260	4616863	2.552	0
6	171115067	4453285	2.603	0
7	159138663	4136978	2.6	0
8	146364022	3861887	2.639	0
9	141213431	3140776	2.224	-1
10	135534747	3737432	2.758	0
11	135006516	3725316	2.759	0
12	133851895	3628189	2.711	0
13	115169878	2445807	2.124	-1
14	107349540	2448176	2.281	-1
15	102531392	2296990	2.24	-1
16	90354753	2485509	2.751	0
17	81195210	2540068	3.128	1
18	78077248	2019326	2.586	0
19	59128983	2020254	3.417	1
20	63025520	1938578	3.076	1
21	48129895	1015178	2.109	-1
22	51304566	1207501	2.354	0
Odchylenie standardowe dla osobnika: 0.31584
