Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	88298	0.035	0
2	243199373	75365	0.031	0
3	198022430	60648	0.031	0
4	191154276	52946	0.028	0
5	180915260	54364	0.03	0
6	171115067	54079	0.032	0
7	159138663	54919	0.035	0
8	146364022	44259	0.03	0
9	141213431	42649	0.03	0
10	135534747	48920	0.036	0
11	135006516	43951	0.033	0
12	133851895	47173	0.035	0
13	115169878	27044	0.023	-1
14	107349540	30866	0.029	0
15	102531392	31076	0.03	0
16	90354753	37083	0.041	0
17	81195210	39225	0.048	1
18	78077248	23357	0.03	0
19	59128983	35127	0.059	1
20	63025520	23861	0.038	0
21	48129895	12674	0.026	-1
22	51304566	17865	0.035	0
Odchylenie standardowe dla osobnika: 0.00752
