Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1112908	0.447	0
2	243199373	1014783	0.417	0
3	198022430	795725	0.402	0
4	191154276	682775	0.357	-1
5	180915260	719808	0.398	0
6	171115067	735344	0.43	0
7	159138663	702651	0.442	0
8	146364022	623496	0.426	0
9	141213431	559660	0.396	0
10	135534747	682565	0.504	0
11	135006516	606483	0.449	0
12	133851895	600610	0.449	0
13	115169878	357153	0.31	-1
14	107349540	400052	0.373	0
15	102531392	409747	0.4	0
16	90354753	489481	0.542	1
17	81195210	483753	0.596	1
18	78077248	320778	0.411	0
19	59128983	411696	0.696	1
20	63025520	343776	0.545	1
21	48129895	171625	0.357	-1
22	51304566	250528	0.488	0
Odchylenie standardowe dla osobnika: 0.08539
