Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	812138	0.326	0
2	243199373	737408	0.303	0
3	198022430	567571	0.287	0
4	191154276	470243	0.246	-1
5	180915260	520071	0.287	0
6	171115067	541013	0.316	0
7	159138663	502889	0.316	0
8	146364022	456989	0.312	0
9	141213431	415255	0.294	0
10	135534747	538446	0.397	0
11	135006516	454178	0.336	0
12	133851895	429877	0.321	0
13	115169878	252449	0.219	-1
14	107349540	291857	0.272	0
15	102531392	302735	0.295	0
16	90354753	366869	0.406	1
17	81195210	364093	0.448	1
18	78077248	237787	0.305	0
19	59128983	309123	0.523	1
20	63025520	268158	0.425	1
21	48129895	129700	0.269	0
22	51304566	206469	0.402	0
Odchylenie standardowe dla osobnika: 0.07085
