Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	54439	0.022	0
2	243199373	50103	0.021	0
3	198022430	39231	0.02	0
4	191154276	34223	0.018	0
5	180915260	35135	0.019	0
6	171115067	35361	0.021	0
7	159138663	33987	0.021	0
8	146364022	29595	0.02	0
9	141213431	25594	0.018	0
10	135534747	30807	0.023	0
11	135006516	30280	0.022	0
12	133851895	29878	0.022	0
13	115169878	17768	0.015	-1
14	107349540	19696	0.018	0
15	102531392	18684	0.018	0
16	90354753	23342	0.026	0
17	81195210	24207	0.03	1
18	78077248	15176	0.019	0
19	59128983	21403	0.036	1
20	63025520	16472	0.026	0
21	48129895	9077	0.019	0
22	51304566	11977	0.023	0
Odchylenie standardowe dla osobnika: 0.00449
