Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	11663873	4.68	0
2	243199373	12249267	5.037	0
3	198022430	10032471	5.066	0
4	191154276	9351298	4.892	0
5	180915260	8999524	4.974	0
6	171115067	8661382	5.062	0
7	159138663	7840555	4.927	0
8	146364022	7396911	5.054	0
9	141213431	5801839	4.109	-1
10	135534747	6892213	5.085	0
11	135006516	6861184	5.082	0
12	133851895	6831775	5.104	0
13	115169878	4850155	4.211	-1
14	107349540	4602905	4.288	-1
15	102531392	4198614	4.095	-1
16	90354753	4254723	4.709	0
17	81195210	4258700	5.245	0
18	78077248	3898068	4.993	0
19	59128983	3204515	5.42	1
20	63025520	3373401	5.352	1
21	48129895	1902609	3.953	-1
22	51304566	1926297	3.755	-1
Odchylenie standardowe dla osobnika: 0.47177
