Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	532953	0.214	0
2	243199373	566493	0.233	0
3	198022430	465652	0.235	0
4	191154276	435866	0.228	0
5	180915260	416073	0.23	0
6	171115067	401674	0.235	0
7	159138663	352157	0.221	0
8	146364022	342095	0.234	0
9	141213431	265664	0.188	-1
10	135534747	313616	0.231	0
11	135006516	313133	0.232	0
12	133851895	306886	0.229	0
13	115169878	225136	0.195	-1
14	107349540	208468	0.194	-1
15	102531392	192213	0.187	-1
16	90354753	188277	0.208	0
17	81195210	187718	0.231	0
18	78077248	180676	0.231	0
19	59128983	131062	0.222	0
20	63025520	153982	0.244	1
21	48129895	84641	0.176	-1
22	51304566	86065	0.168	-1
Odchylenie standardowe dla osobnika: 0.02146
