Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	970775	0.389	0
2	243199373	893344	0.367	0
3	198022430	699436	0.353	0
4	191154276	584412	0.306	-1
5	180915260	636007	0.352	0
6	171115067	660664	0.386	0
7	159138663	615194	0.387	0
8	146364022	554217	0.379	0
9	141213431	500116	0.354	0
10	135534747	617103	0.455	0
11	135006516	543921	0.403	0
12	133851895	529192	0.395	0
13	115169878	316069	0.274	-1
14	107349540	356382	0.332	0
15	102531392	364412	0.355	0
16	90354753	430005	0.476	1
17	81195210	431193	0.531	1
18	78077248	290079	0.372	0
19	59128983	362479	0.613	1
20	63025520	316323	0.502	1
21	48129895	151611	0.315	-1
22	51304566	233910	0.456	0
Odchylenie standardowe dla osobnika: 0.0777
