Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	805849	0.323	0
2	243199373	747346	0.307	0
3	198022430	583156	0.294	0
4	191154276	484181	0.253	-1
5	180915260	528241	0.292	0
6	171115067	548921	0.321	0
7	159138663	508637	0.32	0
8	146364022	462787	0.316	0
9	141213431	414645	0.294	0
10	135534747	508882	0.375	0
11	135006516	453138	0.336	0
12	133851895	436765	0.326	0
13	115169878	260884	0.227	-1
14	107349540	293472	0.273	0
15	102531392	303567	0.296	0
16	90354753	359457	0.398	1
17	81195210	354072	0.436	1
18	78077248	241642	0.309	0
19	59128983	296836	0.502	1
20	63025520	263014	0.417	1
21	48129895	125979	0.262	-1
22	51304566	196009	0.382	0
Odchylenie standardowe dla osobnika: 0.06353
